name,id
TC,J7bIlGmKHw5
TEARS GROUP KENYA,CzhUZ3Yt6xJ
TECHNICAL INNOVATORS FOR RULAR AREAS(TIRA),q21b67uDo7p
TEGELMOI KOBUJOI WOMEN GROUP,vcEeNlhfmZJ
TELEGI PLHIV,dXtA6Jno9b6
TENDWO FARMERS,ba3MJbRQzEG
TERE WOMEN GROUP,aklL9Srilof
TESON SELF HELP GROUP,nzwSFXHiueK
TESTAI  SELF HELP GROUP,G1GxSNRGM8F
"TETU ORPHAN, AGED & VULNERABLE SHG",GssjpdaYbne
THAGMO DISCORDANT COUPLES SHG,uC8cBMvQJYA
THIKWA YOUTH GROUP,h9JcIvszNru
THOME WOMEN GROUP,JdecySLv8wu
TIATY YOUTH DEVELOPMENT ASSOCIATION,pJU1AiZUV1e
TIME IS NOW FELLOWSHIP,YJLLPLQatTa
TINDERET MATENYEOK VISION GROUP,Uwr4PncJiE9
TINDIRET INTERDENOMINATIONAL HOPE TEAM,hKpveZZ0OtM
TINDIRET MATENYGOK VISION GROUP,ctOZAAw6ls6
TINDIRET NUTRITION AND FOOD SECURITY GROUP (TINUFOS),VBqGE6Id5qV
TIRGAGA WORKERS WELFARE GROUP,LA9wyRhPcXw
TIRIITA VISION WOMAN GROUP,sXQcOEynQpz
TIRIKMOI WOMEN GROUP,RFjrbJvFYGA
TIRITA VISION WOMEN GROUP,n8KEdSXYdHu
TNC,yTbV0O7u3p1
TNM Stage,kK6i7xLvsSf
TO,TIa5inexSG1
TOBENTAI YOUTH GROUP,D2PNyAByGJL
TOGOMIN HIV AND AIDS GROUP,Z6NsyJKKdvv
TOP FOCUS YOUTH GROUP,vkaObn2w3C1
TORETKAA GROUP,IubJJ2CVR8B
TOROCHKOSHIN SH GROUP,qRH5EDy7pBC
TORONGO NYOTA FOR SINGLES AND WIDOWS,ZK5YmvH52gq
TRANS COUNTY INTERGRATION INITIATIVE FORUM,C0qwPnJFGSb
TRANS NZOIA YOUTH LIVING WITH DISABILITY,P88qTj8Q9Rg
TRANS YOUTH FORUM,U651KGdwFjV
TRANSGENDER,CmxFwsb1w1O
TSAIKO  Youth CHOIR,cxOaickaHx4
TSAIKO CHOIR,OC3n8Xoiz5k
TT Plus (Boosters),Ziwz7uTZ2XD
TT Plus Boosters,m5ExbltVBOO
TUJIINUE SELFHELP GROUP,a045niQn5JF
TUJIKUZE S.H.G,bVdAGSvtJZ3
TUKO KAZI SELF HELP GROUP,wORoO2TmtxD
TULMAX COMMUNITY BASED ORGANIZATION,Ry8YZd1YAgT
TULWOP KESIS COMMINITY HEALTH WORKERS,OzZBpsjmTui
TUMAINI BOOKS CENTRE,XF7BCeknqAz
TUMAINI KAPKATET PLWHA SUPPORT GROUP,kEtoDxAk3kF
TUMAINI SUPPORT SELF HELP GROUP,e4ZEgHKxfoQ
TUMAINI VILLAGE SELF HELP GROUP,coKV7NJhkmy
TUMBELION MULTIPURPOSE YOUTH GROUP,vRDMnNTUQnJ
TUMOIYOT SUPPORT GROUP,fwwdPZbbQj7
TUNAWEZA C.B.O,cTHjF0w897b
TURCH ASIS WOMEN GROUP,GlwReDiwNZx
TURI MWANGAZA SHG,pOyDLVPfdcX
TUSHAURIANE SELF HELP GROUP,pZ5jak4dOPe
TUSHAURIANE WOMEN GROUP,wCbzocU6FmZ
Taa wa kivani disabled SHG,R6DCA3jXUVb
Taawun Community Development,J2nOIf1Kxi8
Tabaka Post Test Club,j2Mso4fSrS1
Tabarak Women Group,qvREgzsDIaP
Tabarbangetuny,Y5no6IzTSyV
Tabitha Self Help Group,B8SL1Md8Sq6
Tablets Returned,thVZ0vTvqpw
Tablets Spoiled,hyWLEtC2WVt
Tachasis Kimologit Women Group,I7YphTi67ZY
Taet Enterprises,ht1Cv3BjUgC
Taga CBO,iPUitTerD23
Tagare H.B.C,uXE5fzRaAjv
Tahfif Youth Group ,grqsKzxtwTN
Tahidi Sisters Women Group,Tus4Ps4SUG0
Tairi Mbili Aids Control Shg,WAFAWrSqlpf
Taita Resource Centre,Q2LcdvHrHGP
Taita Taveta Children S. Group,gsiRrK1ru2I
Taita Taveta County,Ph0HZ7o0OdY
Taita Taveta Paralegal,ZsLIVbCcHwd
Taitakia Women Group,ZEMVZy0xfIO
Taitap Sikisho Women Group,D0XoTsbfazQ
Takaba Advocacy Group,d0resaVJiYV
Takaba Al Ikram  Self Help Group,vsztdMqnuHX
Takaba Donkey Welfare,e7mka7EKUjq
Takaba Muslim Academy,aTKlchjEh6a
Takaba Muslim Dev  Forum,znXA9a0rSPr
Takaba Umbrella Youth Forum,TByBF9MIRU9
Takites Youth Group,hKJ64izmbTX
Tala Support Group,QxdKmX6KMym
Talasaan Livestock Marketing,kGR9SN4cEVq
Talatum Y.G,VizNAL7qvTZ
Talitha Kuu Childrens Home,b9HUMfoXxcF
Talithakum Childrens Home,Gn4Gd553aQV
Tamadia Youth Group,SqbDOUXTY9R
Tamara Cbo,Ka2524OW2UU
Tamara Tuljannah Youth Group,F8ePl0CDYVX
Tamba Self Help Group,zkca2ZXrthk
Tambacha Gutuka Y.G,SAgdlK5n4Gt
Tambaya Pamoja Cbo,SlyT2Tk7vrh
Tambua Location Neighbourhood,S9VXq52bBHU
Tamu Pamoja Youth Group,SYko8vRFT4F
Tan Change Waves,eTBhtxfPVIo
Tana Alim Centre For Research Training & Development,LKZlhm1GhWc
Tana Change Waves,UEfwOnQgxIQ
Tana County Pastoralist,hy5oKrfPdCG
Tana Delta Development Organization,TlnX1vykOGG
Tana Delta People With Disability,S9UgxBO4L4I
Tana River County,OeGCHgvFOx9
Tana River Sand Havesters SHG,yQJyc4xkKfk
TanaRiver Sand Harvesters SHG,Uu323ydxnE2
Tang Chon Ber Support Group,VxKAy8AhgEz
Tanga Youth SHG,ornzm9pggLK
Tangne Ngimani Support Group,LCg8zoMBqoH
Tangoni Unique,YSKaxC99GUk
Tank Mabati Wg,RTWDyj9RJk2
Tapasiak Self Help Group,iVPAEzRaUjf
Tapwak Athi-river SHG,g4UFhFKaek9
Tapwwha,HZWFbDEULGw
Taqwa Women Association,SIAgibsC3A7
Taragai Upendo Women,VRHUb9rVZaK
Tarakwa Development Group ,MvCQ7y7Qypw
Tarama Self help Group,cIn5GjHU33Y
Tarazak Youth Group,RwC9Z3ns3tb
Tarbe Self Help Group,A7E6v4byjB1
Target,ct6PrypU0X0
Targets,A3fzDpTlLPi
Taunet Shg,CXmtDrxr5Qp
Tawakal  Self Help Group,WK4phb05WZi
Tawakal Farm Women Group,hOT32JZVFFf
Tawakal Multiporpose Youth Group,AnI0ov57ZSN
Tawakal Self Help Group,NXy4AoE9fE4
Tawakal Supportself Help Group,D672aEfbOt9
Tawakal Two Central Location Aids Awareness Group,eAxurfuLsgz
Tawakal Women Group,IqG9j5YA3hM
Tawakal women Group,SPWFBKPYma9
Tawfir Mosque,hS0j5fo6fYr
Tawheed Agri-Business Community Based Organization,ZMVHWC17r0f
Tawheed Self Help  Group,qewSOdUSSgW
Tayari Support Group,uI0VoTzgty4
Tayari Vitendo Women Group,i98ECWsSt4t
Tazomu S.H.Group,Cmk1roBcRmN
Tea Research  Support Group,WjaJKTAIdjF
Tea research  support group,Q3UMGK8ysUs
Teach Self-Help Group,eplS2DvnXy6
Teach The Word International,S8sZfKWG33H
Teachad Cbo,eyuR7BwUo3N
Teachers Against Aids,e6TD8YYKYFC
Teachers Initiative On Emerging Issues,hFEyW597XAp
Team Ombo Boda Boda Group,RfTgrGHkk8K
Teapin Initiative,pvrWOUmZHe2
Tear Fund,VeTiJDEYlIj
Tears Aids Awareness,rH2s1CrgKYV
Tears Group Kenya,UltnDLC6ETX
Tebdwet W.G,svhLZBKtn3i
Tebeja Cbo,PG6wRDX1H4m
Tebeswet Women Widows Group,phN7iBegzVQ
Techga Shg,ePhXiyLDMfX
Technical Innovation For Rural Areas,IswgLvEyUXB
Technical Innovation for Rural AREAS,hW3Nhp83VlV
Technical Inovations For Rural Areas,dgzQXgVT6sP
Teegemeo women group,WLINMnDxkgZ
Teens Watch,PqZPrhoXl3Z
Teens Watch Centre,kv9Z4xxho4L
Teenseed Africa,wln9FNUA65h
Tegemeo Self Help Group,O9uyn3fV02i
Tegemeo toloitab gaa youth group,S3XgVCc7iV6
Tek Tek Youth Group,P3JO73VlwBp
Tekelezo Support Group,C4qE39l2RZp
Telegi Plhiv,TgSHhRpdu7a
Temporary,E99HFXiix1T
Ten Sisters,MUBpRTLjA9h
Ten(10) Brothers S.H.G,Nizy5bITQ4N
Tenacious De Band,lplNsd9bYR7
Tenda Wema Youth Group,L4ndPcbr64r
Tender And Care Of People Living With Hiv/Aids-Kenya(Tecawah),dt8G14aVTIH
Tender Heart Educational Centre,DECDGxHhaew
Tendo Community Based Organization ,E1TLrjsmD3p
Teng Women,LUnXIyMKuKU
Tertiary Hospital,qOnPEYlr6PD
Tertiary institutions,kKhihPaPJlT
Teso District Paraplegic Organization,xcOEf7gbJxR
Teson Self Help Group,GPyCFaTmeVc
Tespan Women Group,E1i7qBDYtvu
Testai  Self Help Group,CLTleHLae9P
Tete Women Group,EpGTjAcMRWl
Tetemesha Women Support Group,nZnDNA69JUU
Tetracyclin,ZRQjOOFiePn
Tetracycline,CINemLa13AX
Tetracycline Resistant ,B02Z21PZBtx
Tetracycline Sensitive,jaJrWXn2NI2
Tetu Aids Benevorent Action(Taba),JkWHpzTVg79
Tetu Community Learning Centre,wjzIY81p43r
"Tetu Orphan, Aged & Vulnerable Shg",Hf0YShyjSgb
Tetu Youth Cbo,bq84NxsXzMy
Tewama Women Empowerment Network,fVBC7PkXUMF
Thagana Surpport Group,xx9XCwPndHv
Thahabu Shg,HtnNUf7KfmF
Thambana Women,zSiHZonyaB2
Thambana Women Group,dypTVqoYO65
Tharaka Central Sda Church,JbEc7F1dfh1
Tharaka Children and women welfare programme,Mrgxv0p3Mcw
Tharaka Nithi County,O3fmOqCkSf4
Tharaka Nithi County Youth,wcK8mjGN6UH
Tharaka People With Disability,kT9lIDFwjsj
Tharaka United Christian Otreach,S3Wz69brouH
Tharaka people with disability lobby group,w04ghCQgK8p
Tharichia Support Group ,TfUcW9bLNCL
Tharu Mwendwa,rvzWuIesxFZ
Thathimwa Women Group,G59kesIkzIL
Thathimwa women group ,DYk67tXjm3H
The 3B CBO,OZhZjzeFY1T
The Aids Relief Association (Tara),FxM8D3P0Up1
The Allied Youth Group,SIRLN8DijPL
The Ark Counselors Support Group,t2mFd7BZaZb
The Bogobogoni Ondoa Stigma Support,J5OKJaKxfYQ
The Elite   Care Centre,wCXaJPd1bp8
The Gaki Hiv/Aids Cbo,StbvnT7Qkfj
The Garaxy Theatre Group,uGhK1IIZ1gt
The Great Southlands Community Unit,K2tppE87nBL
The Great West Karachuonyo Shg,hXFAX984zbr
The Initiative In Poverty Reduction-Tipore,ieFpqBPrsav
The Jones And Ringroad Vct & Com. Health Project,wJtiJnX2RXk
The Jones and Ringroad VCT & Com. Health Project,cDs4csSOfAX
The Living Water (Ringa),TNcpGsXSP9d
The Narok Pillar Of Development Organization,e2BGCSCAd1m
The Omar Project Drugs Rehabilitation Centre,rgH5Ba3PUAu
The Poor People Empowerment S.H.G,A0mRycRgKi8
The Real Life CBO,M16H7bXzyi9
The Sailing Ark C.O.B.,ByxeHckPlD7
The Salvation Army Dandora Ph5 Orphans & Hiv/Aids Centre,gg09mnaxFhL
The Search Education,jzxWJkEv5M3
The Shield Youth S.H.G,gqLQ18aw0x8
The Shinning Star Cbo,N1AKCsilM1h
The Six Yard Youth Organisation,eGCVxa6lVhT
The Starlite Boresha Jamii Youth Group,A9bXdiTfHOI
The Survivors Mentor Group,KxDOuZSir6F
The Tower of Community ,IGOuGchxJrL
The Uniters Team ,oAoWM1SCuRL
The Vision Afrique,sjKS41v5DNu
The Wentworth Hospital,GO9h5FIjqzs
Themirra  Women  Group,nnnR8Xdfjvh
Thengeyu Rwerea ,FtAmczL87kx
Theta Cbo,L5UVBtvezUh
Thigio Sports Committee Self Help Grp,wRGZZPjkfeO
Thiiti Mothers,aEXjgQ1qjOw
Thiiti mothers Women Group ,go2HMRV0Gfo
Thiiti mothersWomen Group ,sLZjA9H2f6c
Thikwa Youth Group,Avc7sNPqSC8
Thimwa Shg,pHzSSmkSMo0
Thiri Migo self help group,fFygjozhEfL
Thirikwa Blessed Mothers Cbo,aSS2lPVIS16
Thogoto Pamoja Cbo,M6L86fHZtHM
Thome Empowerment,S119i4lHIWh
Thome Mwireri Women Group,FWsta00Hhqz
Thome Women Group,tvEyXOhHyKD
Thome mwireri women group,P9vIg7hYEu8
Three VS Umoja Undugu,ubDbZXan5z5
Three VS Umoja Undugu Urafiki Welfare,RMKvJMAa5dr
Throat Swab,Fie9lzET1X5
Thumaita Badilisha,a0M24wleUCt
Thuti Githimaini Organic Farming,tiXJw8MMlMv
Ti Matek Self Help Group,Hy0UDBLLAom
Tiba Africa Foundation,rI3N2v1l7cp
Tibilikwet Oluare Women Group,jVmio3Qd7ux
Tich Tek Shg,XbmCffy0Am1
Tieko Dhier Bursary  Shg,AjZbzwqwNXr
Tigania Parish Catholic Women Org,qEVPo9uzfhF
Tigania West Men And Women Group,onmgWfhWFV1
Tigania Widows and Orphans ,WkLP5Oudvhz
Tigania west PWD,MYo6Fe9Km3w
Tigecycline,UZZTOZ8UAhk
Tigecycline/Minocycline,wtoorCFXeeg
Tikoi Youth Group,NBvHvsO6Xg8
Tim Chir Support Group,sW72GDgXgjF
Time Is Now Fellowship,uWJyrbu10Qc
Tinderet Interdenominational Hope Team,tV6qL2Z7MpU
Tinderet Nutrition And Fund Security Dev. Group,ZKuFGDPOPu1
Tindereti 2000 Y.G.,xZLYk2Q696U
Tindereti M.Y.G.,w0wDyyr8Q2o
Tingare west community health workers,MosRQobRCqt
Tinwo coffee nursery SHG,vplrOYFDpDq
Tirgaga Workers Welfare Group,Nl0do6v6vMT
Tirgonio Women Group,ZRpdUZCZNcZ
Tiriita Vision Woman Group,lY8jN9mWKoI
Tirimara Self Help Group,L0ByU2USlco
Tirokwo W.G,F4bLWbQN1z5
Tiroto vision y. group,IVSumHpRTSM
Tisasy Youth group,tx5l3ezfWlh
Tobacco control,EsjoQ8c9ypG
Tobentai Y.G,xjegmTocozW
Tobramycin,Vbs4M9yEmcI
Tobwaterane W/G,wcMBldBDMyh
Together B Women Group,ZHcDt1LyFpR
Together Forever Foundation,zmDDcDfMrNW
Together Forever SHG,EaYehCL5T6j
Together We Can Support Group,g05Aiq90vUc
Togetherness Support Group,qcuBYsw8JMI
Togomin Hiv And Aids Group,BsDl3h1vMSG
Togweine B Women Group,b27TL9koaLC
Tohay Youth Group,A6wUnNZUVQX
Tok-Tano Malkagufu Youth Group,mE3OsMaXXTJ
Toloso Disabled Shg,G54VI3IyjUc
Toloso Location S/Grp,E0bPNj1JOxl
Tombe  Retirees Self Help  Group,f898t28owEb
Tonde Heaitang Village youth group,qYbBCavtVfM
Tonny Red Women Group,OmVXiPpJlU7
Top Focus Cbo,BnqR8cevPuL
Top Ten Self Help Group,mbF7kkhXnaO
Toretkei L. Women Group,HILUegL6kiC
Torit chelalang women group,PR3y5VEZMy2
Torkwo Youth Group,uTQRo9iJWPH
Total,xPttxNX0zZz
Total  Population ,WLqA8LpNceT
Total Amount Collected (Ksh.),GOP43p7AZVP
Total Cultures,nEAY3cS6pFo
Total DRTB cases,kQDpsdgYQiH
Total Discontinued,UQKfNJLMiF1
Total Done,R4bwmRRnRZc
Total Enrolled,ok5IYgKdOqt
Total Enrolled ,WS7xICPVU0H
Total Evaluated,IoaUkw9VCYB
Total Evaluated  ,mtkQw42p9ec
Total Exam,DH2HFL9kRXz
Total Health Care,APh4vbKHhQa
Total Isolates,qdKuoZwMYlH
Total Issues to Facilities,PBMGtgQegX0
Total MAM,mMzLnCqRL3P
Total MDR TB,tO2IHJ9yksB
Total Mono resistance,tQ3KH6p7ENv
Total Number,pBCk5Mnhmq9
Total Number Protected ,BOQVaGKevYp
Total Number Screened,wcQTfas4pwY
Total Number of medical exam,kZGPRMDHos9
Total Number(S),e36f8Key6so
Total PDR TB,s5TqZUvJQvD
Total Population Boys,zFn5X7RBIyS
Total Population Girls,nQoxLGEmZkF
Total Positive,AxIzz9wRyZS
Total Quantity  (less than 6 months to expiry),ws8zXnxoRQ0
Total Quantity Dispensed this month,wsCKH4FKmVj
Total Quantity Dispensed this period (tabs caps),sb68resKZPo
Total Quantity Dispensed this period In Units (Packs) ,GvdssnEhjnd
Total Quantity ISSUED (In Packs),bOKpyNDMiyG
Total Quantity Received - from other sources,DSPBulDzbBQ
Total Quantity Received this month,LnBWc52xCTM
Total Quantity Received this month - from Central Warehouses,PbEfktqOG8e
Total Quantity at District Store,QdXMTseUQjm
Total Quantity at Subcounty Store,jsFQUc9bh2S
Total Quantity dispensed.,Yn1iTxfEl3T
Total Quantity issued this month,AODxZG2gTNc
Total RR TB,V72T1GWRDL8
Total RR/MDR TB,Jf2cd0DdnL2
Total Receipts from Suppliers,cw033FPpDwf
Total Revenue (Ksh),Jb4H5LKZnfR
Total SAM,slKODURjY8R
Total Tests Done,wgvhXLsoqVs
Total Unsatisfactory,ahMBPKDOiq0
Total XDR TB,u9cqWOHbvoA
Total doses stocked in the Day (A+B),rGH7iM7hx73
Total enrolled ,D0fCZZyfCrZ
Total number of children dewormed,RmzuDVWErSh
Total number of children dewormed ESA,bevR0cdnDMs
Total smears (slides),IA0zD5OpoAX
Total viable count,mduP8Kv5DEs
Toto Love,OWtnecggszJ
Tove Support Group,tq6wMNRt1Oj
Township AIDS Control care organization,UKXfHoXlNO4
Township Community Development Committee,ukXICxC4Zjn
Toxic shock,lURId1h6TxZ
Tracaado,V4R7DP5mY7B
Tractions,vVmnwyMr06L
Trans Community Organization,yWS7PH9iPWm
Trans Nzoia Vision Women Group,gnbdKks9iq6
Trans Nzoia Youth,ZvSohQnQB7a
Trans Youth Forum,hCzHCpQKDyH
Trans-Makueni Self Help Group,EbvgckVvHWh
Trans-Nzoia County,NkKtIJ9bdsK
Transami Mamboleo,x1uFYFTNCQi
Transferred Out,J9YBaL4cb2U
Transferred Out  ,lLuIokapveZ
Transferred out,sJ18VOzMCnd
Transferred out ,mJ74qAkAMNv
Transfers In,Nj9uTjHrKvD
Transfers Out,QNKlOWrZRFK
Transfers made this month,FDXe8FsoAU4
Transfused,R3gKh2MbzvN
Transgender Programmes,YErKfdIiGH8
Transparency Cbo,yMRvC6h4A5v
Treatment Completed,TwG8BdxIlQh
Treatment completed,phC9Vy9R0xr
Tri-K Youth Group,bpPHp4apYlF
Trickle Up ,eyf3jQnxK26
Trickle up,Ei463EYQOe1
Trimethoprim Sulfamethoxazole ,LtOIvWwhu2Y
Trimethoprim-sulphamethoxazole Resistant ,f902PMcTenT
Trimethoprim-sulphamethoxazole Sensitive,Zgw8M8gQNp8
Trinity Agape,aDkjGCixReg
Triple A Army Against Aids Group,bs5afsgZO4V
Tripple  A  Initiative,NPIbx4YZCp3
Trophy Globel,TNnbYodNxe4
Truckers,uw9jYjA7gNW
Tsekea self Help Group,Y4RXfKMhjVQ
Tsetserani Women Group,FiCfH8rdzbi
Tsunza Youth Development Group,k9jhWcBJglT
Tuamke Caregivers,MrwDi3362LW
Tuamshame Plhiv,ssaw8C97s7r
Tuhimizane Psychosocial S.G,QsiNb6cmKqZ
Tuhimizane Support Group,UMATrKqPVpx
Tuinuane SHG,teeHq8OE3Zb
Tuinuane Women Group,yBovcCKEIzk
Tuinuane Young Women Group ,bTogZGs9xE1
Tuishi Support Group,dO9xC03dWK8
Tuiyobei North Umoja,xPZ1nPA8ow6
Tujengane support group,qO9ktFbnbI4
Tujiinue Kuvangua youth group,J8M4h1VIkIm
Tujiinue Selfhelp Group,Rijd78QEhKH
Tujijenge Creative Women Group,eUCkxCtjhVA
Tujijue kanyuambora SHG,YQAmMY4YVx5
Tujikaze Humanitarian Programme,UiMSEaEEWWT
Tujikaze Humanitarian Programme CBO,cSLRYk7Ogwg
Tujikuze S.H.G,YjCVag6uU3J
Tujipende support group,ezm8c8JS9oF
Tujiunge Womene Group,ZU7BhFEimHm
Tuju Disabled Support,J5RX4ufr8um
Tujuane Women Group,nBYG98Gff6n
Tuko Kazi,agSGDx16ubq
Tulia Mwangaza youth group,gcRrdNJwvbP
Tulimani Power Self Help Group,Ntf6DM9lAyi
Tuliza Support Group,Y3W2TCRadD4
Tulmax Community Based Organization,Sk4szfNh0xQ
Tulwet Branch,LsioBl3Rl3L
Tulwet Branch Youth                                                                                                                                                                                              ,L4JjXyMoKt0
Tumaini,tqm8ORO4c7F
Tumaini ,v43MQQvziv3
Tumaini (Plwas) Cbo,ST02zb3qGWO
Tumaini Aids Support Group,ITvdqSDsj9k
Tumaini Brooks Centre,YiALxM0AqRg
Tumaini Cbo,PlA6umKV8nb
Tumaini Childrens Shg,B84qpOw5tth
Tumaini Community Based Care Group,LjvYjEueLwi
Tumaini Community Health Workers,sejoDzC4r40
Tumaini Complex Education Centre,ZHsTocorRXM
Tumaini DEE CBO,IeyKVWFMYts
Tumaini Dice,hcwrXTe1QPi
Tumaini La Kuishi,VJp2cQ6VhYe
Tumaini La Maisha Support Group,QorWVy744xi
Tumaini Laare women group ,INBjW22AUoM
Tumaini Lereshwa Cbo,BSOouAmUX2J
Tumaini Letu,T3nYO25NyMb
Tumaini Lipo Support Group,y7fp13b2tms
Tumaini Mbona S.H.G,Je4EQJJ18H9
Tumaini Mwoyo,n1Ew3x3e27t
Tumaini Partnership Shg,iXtjrbi43Ys
Tumaini Post Test,kEYn2DblePp
Tumaini Self Help Group,R0FVQKc2D4q
Tumaini Shinners Cbo,QcPUzkWxDit
Tumaini Support Group,iEitqKIiNNJ
Tumaini Support Group Plwha,wvF22M3V5Ky
Tumaini Support Self Help Group,rYhdKKwpOBc
Tumaini Tuishi,GyNaaxbZtf1
Tumaini Tuishi Support Group,WQTbfAYhN09
Tumaini Village Shp,yN0R71XFt80
Tumaini W. S.G,VJqp0TJs5YL
Tumaini W.G,voVc3iJZ6lo
Tumaini Widows Cbo,Wf2bFEBTYxA
Tumaini Young Christian Workers,QBE3zztYrz9
Tumaini Youth Group,Np2eRFQQE8i
Tumaini Youth Support Group,CsSkEZuRyIH
Tumaini la kuishi shg,RLotzxtC42Y
Tumaini support women group,CQvhvVqsVXV
Tumaini vision support group,GUIh51shWNY
Tumaininkitito Parish Plha Cbo,Ovu3uLrf9ab
Tumbelion Multipurpose Youth Group,PRUXPtBTvNY
Tumejikaza Support Group,q7f98MUEIPR
Tumekubali Support Group,YZ5iQKfYjlg
Tumoiyot Support Group,adAwQpG1vDJ
Tumoiyot Youth Group,AXHrSTZ7ZTa
Tumoiyot youth group,OAjhIS7kwQI
Tumuone Mama Support Group,HF5vX1vmS5U
Tumutumu Fighters Of Hiv/Aids,yoyvvulUbog
Tumwon W.G,WSP7cQvnLyZ
Tunaishi Support Shg,dE9u50gELTr
Tunaweza Prop Group,vKRyWOc92eW
Tunaweza Youth Group (Cbo),tgOD3IVXXzt
Tunyai Children Center,ThpCsh7Iczu
Tunyai Community Programme,dLNktJ2rFBI
Tunyai Woodworks SHG,QvvgIHlfzYK
Tunzo Letu Cbo,Q78DPNBYdaR
Tuonuane Women Group,oyNe1MneKhB
Tupekheri,ti1KPMjqwhu
Tupendane HIV and AIDS care ,vo6hRGIU0io
Tupendane Tuishi,GX1sQN6j3eQ
Turarie Welfare S.H.Group,J70a3IikVuB
Turasha Interdenominal Pastors Association,Jfc91sLvoCJ
Turasha United Hiv/Aids,Loa5EoNDUMs
Turch Asis Women Group,F35OiuXxSld
Turi Mwangaza Shg,FgRsBnTZCx1
Turichoke Self Help Group,FxVXiwuyeVN
Turion self help group,yWyyvtNx2tJ
Turkana County,oMgIlmJ78pv
Turubin Support Group,a64g0iw5vZe
Tusaidiane Assist People with HIV,lRzJQwVKD9C
Tusaidiane Nambale Support Group,d2xoPaUwpWS
Tusaidiane Vision Youth Group,mlAp5b9Sfgc
Tusaidiane Wg,Y1ckmCMl8mJ
Tusaidiane Youth Group,iQ1SuNo9aRF
Tushauriane Care S..H Group,l94ut2DRVKW
Tushauriane Self Help Group,uqvCCLMpIrR
Tushauriane Support Group,J7i58WwFnnz
Tushauriane Women Group,eoD3caNbyC6
Tushauriane Youth Group,zM8WiIVxiMS
Tushikamane widow women ,UZRjqzBb47e
Tushikame widow women group,gEzTYWiGxKE
Tushikane Mikono Women Group,YKPl03tAJWG
Tushikane SHG,FfhnG1KwDt8
Tushirikiane Mwangaza Group,ChdjSI7H35B
Tushirikiane Wajane Self Help Group,ioiMywufMNA
Tusife Moyo Support Group,UfO7cl2UP2I
Tusishutuke Support Group,FIZqrTCRRay
Tusonge Mnbele Self Help Group,YhrEaHnB0ba
Tuthu Bunge Cbo,qRFsBxniz43
Tuungane Faza community based organization,xFl7wNuaqK9
Tuungane Ngei 1 Women Shg,exMUBOMFvbV
Tuungane Tuyagange,SaB1lXvlSBH
Tuungane Youth Initiative.,F2t5uKz3Wte
Tuvumiliane Supp Group,XpyKp0CPRrg
Tuvumiliane Witu HIV/AIDS Prevention Care and Support Programe,ewCwCPupyYr
Tuwajibe Women Group,QRF4INFzwXH
Tuwajibike Youth,Xf5IOO7Jpno
Twagmo Discodant Couples shg,qjJvdqBY4JF
Twaneza Sovo Cbo,Qa5q9IlPgdU
Twangangana Self  Help Group,EH8lCBkjkzD
Twasonga Mbele,LwsXHoFofO5
Twaweza Pamoja Youth Group,L2e2zIp8dZd
Twaweza Youth Group,SQLamWUVkTA
Twemeninye Post Test,Ta7rjNXL96H
Twenae Nbere Komothai Christian Women Group,l2wgPhJAyte
Twende Mbele Youth Group,kw62EZRKWG2
Twende Mbere Komothai Cbo,nl8VJgLr9b3
Twendelee Travellers Shg,VVvHBF2OUyn
Twene Mbee Networking & Development Group,JHdfgbhqV6u
Twins,HU4jA7KZ55T
Twins Welfare Group,dZ8CrT4o8tO
Types (specify) ,Nk6mYZw6TUD
UFANISI SUPPORT GROUP,jt9ivKqZ7B3
UJAMAA COMMUNITY SCHOOL GROUP,Hg8ibGuStkP
UKIURU DAIRY GOATS &HIV AIDS,EaX5WRTVZqt
UKIURU DAIRYGOATS & KIV/AIDS,FffJLvqKfTj
UKIWA ARTS TROUPE YOUTH GROUP,immrnLCSM7F
UMICEF,apd2L5KJ3vf
UMITHIO YOUTH GROUP,KuF9mquWFjx
UMOJA BODA BODA YOUTH GROUP,dDQOTAIFnC2
UMOJA CHILDRENâ€™S HOME,xJv9bItz0aZ
UMOJA DISABLED SHG,C0Lr8eUXoBy
UMOJA SELF HELP GROUP,fPXEwlA9Qfy
UMOJA SELH HELP GROUP,cGJy0QBNHuO
UMOJA TEACHERS YOUTH GROUP,CIaDrWVPk5I
UNDERIT YOUTH GROUP,TDGDfHKo9Pk
UNIQUE FAMILY VENTURES INVEST GROUP,qQfVMzuU2sG
UNITED MAIRO-INYA WALLFARE GROUP,Wy65DqfNxP5
UNITY CONSULTING AND COUNSELING ORGANIZATION,cqrI0tleSQg
UPENDO BAHATI S.H.G,xIlflshqsfw
UPENDO CHESETAN WOMEN GROUP,qMD2SecoKqP
UPENDO SELH HELP GROUP,jOxQ8cSZHBT
UPENDO SUPPORT GROUP ,uvgjgVkDt9d
UPENDO TOTAL GROUP,HJQtHGM6mUV
URUMWE KABATINI WOMEN GROUP,jV4V2bYIz2z
USHINDI SELF HELP GROUP,Fat3F93E7og
USHIRIKIANO S.H.G,BPglGwb52PS
USWET TUUNGANE SELF HELP GROUP,HAJ7KaocxuQ
UTHERI MIHAKO WOMEN GROUP,M297QhsKLfW
UTULIVU SELF HELP GROUP,nTAzGZBW7um
Uasin Gishu County,tUenaj5ImlA
Ubax Youth Group,oztFUDtSBAq
