"Data","Period","Organisation unit","Value"
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","fkQtcCa2676",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","jbufYjWV5II",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","tJRHKqsV0Vd",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","pVsn7nkMvBE",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","yBRzHDDAwbG",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","GXjd4TP2jdN",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","d7REcSgw8n9",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","MGXReb42dmA",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","IZ5I1JPdP1C",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","bj4OSniFAZW",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","X9q2v0wyOzx",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","yLorzTZpbmc",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","IvuTXky4vtc",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","Y87ZGSAcivK",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","pTlrkLDOyAx",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","xAugRS4KOCB",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","j3UajT53u6M",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","ByG4pBEKa9B",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","kuzvgtX2kyS",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","fd4WQkHkiBq",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","C7VJ1e15DMm",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","B7ynkZvKeNG",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","zXrEavKOTss",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","dP6QKH4TTlv",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","I2z6MT7pHrX",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","Yq3aTkXLPJu",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","FhepCQWak7Y",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","sveQnvSr9dW",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","YT3W8xUORKB",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","S9itqWWPUqs",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","qs28CzAHip7",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","QKJ6fVUHJhT",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","pHSLKuSdrXy",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","oIfTa0e3Og0",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","QX78Aueq3HO",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","oLzFlqMhNgg",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","rB0DpPopznN",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202403","A9aylqAXi0g",0
