"Data","Period","Organisation unit","Value"
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","tPcJZi52slz",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","XOoJyLUlTMq",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","eu57gimZRDs",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","UY3IInX1rgt",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","qGQhIRfXtSk",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","lQR7DNJikg8",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","PFlt1dcEN7W",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","yr1OdefeL3S",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","P6DsGpbNws0",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","EGTS94oTfhy",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","GJda6nR1YiA",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","WRPRluyGpKW",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","NoZjHcIDHGW",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","C1LIWUfN9s6",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","e4qufcaiy1w",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","vn36KyrP17l",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","G4fYKBYErXO",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","BEJQPDKe2Mo",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","BNtYSB84qkO",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","KAJd0OLnMeq",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","mITAGtWnWEK",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","uZ5wen4Emyh",0
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","EOwZKRgVff8",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","DfZmGD7EH3O",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","c6oal13vwWU",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","OWzmQu4aMo8",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","NPQi28ysDmW",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","JEwjusZgQpR",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","TfKJYMZEdOB",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","wjM8cJbk9VI",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","I6DBNeGDKjI",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","BgSvoiad9lC",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","wCYNSByDP30",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","N8Qo6qSK6xI",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","gegpphb8ERO",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","gB1xXLsxDuE",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","Qoxzr8UwgyL",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","q1s9N8ySExB",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","yjW8519Mkn2",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","S3nhzDadRjF",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","RuVa3z3qxpv",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","nQDoBi1L8SS",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","NgkwFloUQzn",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","AuPqWPxYz7I",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","uMzpY2vfUnF",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","Zgh6sHhm1bE",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","gufhpSYDAtl",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","YOpPEFgUxtx",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","T31nW3EJMLj",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","m3LmuT3zzVS",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","IzqxKib8pat",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","AVvOzhk3GCR",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","CUCTqzLEY0L",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","Rb70SJ4rsUt",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","xqRqPmQi1h8",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","bmeJqZjeQKG",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","kjh6bvtxdvi",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","FWlciiBqhQn",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","LBMVkiN6Sgm",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","pM6L7uFojJG",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","WoUpZkE4oXk",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","TGDQ4YJ1kik",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","gnjJE1nz086",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","PoxejXl56HY",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","DHJTFwnlEdw",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","h8pJQvffN71",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","OzSvCynhBNx",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","VuPVJkTWe03",1
"g3RQRuh8ikd.ACTUAL_REPORTS","202311","JzGMqgmSuFD",1
