"Data","Period","Organisation unit","Value"
"mVRzpvT29MP.ACTUAL_REPORTS","202403","uwvOG2N2Cmt",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","iuEpMpu8AyW",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","Zo2nZIsclv5",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","bLeCBUFM3wP",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","Gp3mDe3mSdO",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","UHOL2Y4KANo",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","Ohx8SxDgCfo",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","F4nfu4TzPnq",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","DMF5wWYxVHg",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","zDTYbZSik0N",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","UUGPLYILmO2",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","Aor4slMUZ22",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","uxW1qJ0k9uj",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","hCYugmQzcUY",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","x8dwth6BYiK",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","v136BR6zTI1",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","h8nvmdi2GSQ",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","XrHTTd5zyjn",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","Y9rLWFzWrme",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","Mtm38yIEso2",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","otZxbEpPGFD",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","hVc9GNgGPYF",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","Jm2yFzjQT78",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","TYkBVzWiBrE",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","gkvsBoZvbH1",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","bUjqB3LOhss",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","f3XukP1v8uT",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","Wl8S53qfNST",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","MtkJksSQ387",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","Tf9HS4ZXH3Z",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","EPAB7cFMg8F",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","iM48NtgCfPO",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","iKAnCP0fHW9",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","m4InoppF0BB",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","bDD3hKTHmvn",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","uvLDTWSBC4O",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","hU0HsTvk8eo",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","CVE6tCrr2nr",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","WMjR7Dtk7aj",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","vqQBFJVL2ov",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","XjtlbqaZVF0",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","jQYCLl1pCIx",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","cSJA4hwmlLm",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","E30aVzHdBRU",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","PQpZNFEEBcS",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","I3B5p98nl4j",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","gYaEWAxDwbL",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","pDCYtQMYzkW",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","pbFn6eCTh2q",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","G8avY4Gzra8",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","GBhUzlGBAgx",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","dx6XwBdUB2q",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","BklVxAeLuVH",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","B7uMXQhtT6l",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","FXzBJIjcAZ5",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","ntP34s4jDH5",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","Kx3K770Y8cZ",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","F9IW97vowsp",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","FqmLesIcOAy",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","HJYSNNlIxGN",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","uhuTgMdpGDx",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","r0KWpRS4Xk7",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","n4rUR8alV2I",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","VBjJasa8Ln3",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","edCkgw4bfVq",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","tGWDiA2vavY",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","eZ7FsgXkAsT",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","rBpHuIapB7j",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","xwHc1kYGQny",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","boNfqqaGDOt",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","VeupjnIuLGv",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","m7Apm4vbqtE",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","gcCO74ZVSNZ",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","SqO6tJoEOCP",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","A3gmB9pWNRk",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","tiD04DD3BB0",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","BlfBnS88vK8",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","T9MIrcv0VeS",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","zxiSHy4syb0",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","pnyCZ07HZhN",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","GYpkt5mH9n6",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","bUMTrfQofWS",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","gfk5MBvovOM",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","My8F17h7hXs",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","FPciMnyiq0d",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","YZ5v8e9nVY3",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","fs0p5MurBkl",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","IBO76lif4Fr",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","wY8b3t2QsEL",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","lBcxySsDQKa",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","dVYVhQLNtL7",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","qc3yUukscvt",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","NpKmhJBECVb",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","AXNHxgMDry0",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","e8uY6XA82Dq",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","GEkW7aRGWA2",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","uwwUsgKxUz9",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","TtPo1TF1tpl",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","joUI0Et19Mp",0
"mVRzpvT29MP.ACTUAL_REPORTS","202403","qgE64yhjxkr",0
