"Data","Period","Organisation unit","Value"
"mVRzpvT29MP.ACTUAL_REPORTS","202307","P89gagx7mug",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","Fb6QnAUP1Gf",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","JGo0DCtmYqd",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","Wz6JXsEilVb",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","LF5E1MawfNK",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","SmwH1kSTv25",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","v4VvuaI508t",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","VjDw19Sgkaf",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","sfe7s1ctyRD",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","Wm51OW03KAk",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","Sd63EXoo6Rp",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","G3ANTZyhp1M",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","BxIp7V5DU9D",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","qv3XmudB30S",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","LNxAuLQveoD",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","sKl99929tQX",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","O50RyikskAT",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","nYTmWl5oHq3",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","IUIajcIDxbh",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","zw0tHOokW7n",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","nHx2YyYSuQi",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","iQqQPaktVMP",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","vuTWdCN7s7K",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","QiAHGmf0031",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","LJIIoLOs4b8",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","ZcNH8iNquIL",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","EqHuyV3yh0M",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","lR6W5tK8hAq",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","dkDsAHgijLc",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","z2V9BrTObHC",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","Ea0rQYGCbYx",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","rDsVgG318og",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","EG1SVurEMgh",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","rLsbZAD31Sh",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","xlpkJEXcIDZ",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","gv0VKFYQwLl",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","hVOEvLLuWx6",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","ExF7HDbmKoy",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","cdSguOsrorH",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","GOxptySBE5j",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","D4qI2X6dXcu",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","Dp9uga9zfqH",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","dBg9BxYylXO",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","BTkvpaSEq55",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","GmnUAmcCmsV",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","krlkd35ayXK",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","edVT1j1E1yC",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","rBFWBxYsXNJ",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","ttlDLtD7gUI",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","VLJYV59FnS6",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","wXXT8Tz7xDV",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","pAZkRgUBXe3",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","IcAY6Oco0YH",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","Y1f78y00pe7",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","oau2wlYZlO3",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","IVUGLaHGkCK",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","Ci1bld843vy",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","keJ71Rz2C20",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","xSfblCDzc79",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","VIFQ1jyMX4e",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","SL8fi4azWSe",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","QiXeOXMmlX0",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","RfOAhyOQqn4",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","fePES3jRUeR",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","UB4Vw7ESB0y",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","HSAA09SDTKi",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","cYNlg8phhc3",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","QXYRGaSfPBL",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","fS76SN2mDYs",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","KSjqNsnaZLf",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","hsxYSqOb4kI",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","ULWedqfO8cB",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","NMtE7XRIFzo",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","RwspKags72S",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","iP29A5rhXTi",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","ZjLUO5whjGS",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","SQ7NgzUYOjt",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","bm0xjIsElOx",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","QwmMZVZSkRy",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","Mi57MBhhiet",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","Sv7XZqXiyCP",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","SAca0wPRzA8",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","BnKE3TF4LF7",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","JtllB0zMEYx",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","DoFGg4toGRt",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","r7Lt1WaGvWx",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","ASAUuGai0dU",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","zHpyCh1H2nt",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","SeArSnICttd",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","I8V34hZckH7",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","rzZIwUeo0VI",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","bR2L8EXIGC1",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","QPi8HppUeQL",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","kWww1M8MQU0",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","N5zFU9qwwa6",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","hiLD4yCxIAC",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","FX5DGY6VxPS",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","ke4moKRIpK6",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","EVHvRDDd0qb",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","hcF52HKSsCR",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","DIvySewPpEf",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","JU8hUkrXMJu",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","Tkx50aupWkz",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","lDKXWFaCEa1",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","nIcmETZwvrA",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","we0DUGyAhOI",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","wgZ2mHu3aX9",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","COpiQeVtvEL",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","OochC7lpTbO",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","NYrnyA8fSRL",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","DNLEbCijBau",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","vOHLURYsj5F",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","uWKMOuX8Su5",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","xYkB7hyV41r",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","j0iEelzUyJn",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","scJFtHhGzi9",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","lbpglStu7o6",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","pvQgU6GCeeM",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","HMVL4meC7C6",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","OnMW8Kn4YDf",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","v9kycSh3X4O",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","IRn95hBIVNP",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","FqsoLjbSI9A",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","L5rmXQQWAGD",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","FJLwPzKpxiy",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","rwmAZ2gLzS7",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","yxRaSsGirKl",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","c9pQgjJ0sqy",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","QQR2VgVFaLX",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","JXcyxGXlL9O",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","Pkek2ZB6Gt3",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","a4TFhgCyJMj",0
"mVRzpvT29MP.ACTUAL_REPORTS","202307","AHuZhKBDb4j",1
"mVRzpvT29MP.ACTUAL_REPORTS","202307","zGAtALrJYYg",1
