"Data","Period","Organisation unit","Value"
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","brSpidcNdoF",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","NXGzLjdgyVi",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","rxOzjXrbCkg",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","cFgYvfDB0wT",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","DThwjc1ds5J",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","IoqOztEzEQu",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","UEUEWBRaSmW",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","AgXw85ObcL2",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","QYhKgi9NMUr",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","GaTME9yPkIr",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","Ru5RPDkbVTR",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","P0TgYUzeh81",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","eOljZ3zFCf9",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","HLBR8Fm8NHq",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","oc5gvs8WhFF",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","aZCS6UZRpdL",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","qcbEOS2KIsH",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","qpHLI15nm2O",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","V1hbJtLB6nA",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","vnm0osigudm",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","EhXoQVZxkNW",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","glV510sZyh7",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","CKXCsxmc0pN",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202307","gIzaIg3BD9v",1
