"Data","Period","Organisation unit","Value"
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","qXZVEcpyTfa",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","oENfnS61NCj",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","KBl5hvYp5uF",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","lCVPvilzEK3",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","E5GFGfY5QOZ",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","M9z3rRDwTfd",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","suwoJuHlA2b",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","IlKWNw7mM25",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","AKiKw1vHiKB",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","k25SFxZn4B9",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","BXOrXdOZoWE",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","FIDsgV3ezn0",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","iJawbrhepIT",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","I43bAZBDUsL",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","HqFDy2vEQz6",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","yKffMxVqFK4",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","kyXC2ZP2NyC",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","Jq3sWm3tMJy",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","RykV1VBcLQa",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","xXWMHP74Ljx",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","T4fYNeKF5gb",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","XnGVGDX5V6T",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","MX55UjF6Shc",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","KmXHJRTmJL9",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","tqnvIznI8kQ",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","U2KRWMqlhJQ",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","qspW9AzcsNh",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","ZBtoRProc6e",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","BZMobPU9PBn",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","viOUUiw2SxD",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","Sy2bE0LtTJx",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","M3drLV2Qeob",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","QiUjO44s2th",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","YCfCQbidoRW",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","d96sBCgxXJv",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","yHbqGh3xWsy",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","BsRAEfmFfM3",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","FkFZjLaxAwJ",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","ClVMQmETF4u",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","hgw0Ex2Rcme",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","bvUg2vPkLWw",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","r9fsGBlOXE2",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","sK3DDy5tVCy",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","fCcgUHdq2tS",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","wUKu36IxAru",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","AHVXluh93vZ",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","FcIvchcbwUH",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","c5oIJVPmQ7m",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","DoH05eB2JyS",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","MKhLWV2XP8u",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","wUd9cKV6EWh",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","tGo0KUb4CSN",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","l7ObstXPfeu",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","wEmj5Y6nGNJ",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","ay5PGGqDcSh",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","mnKXMuGeWwE",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","bAPnnnwyq39",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","LcbKtIpSxFP",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","LhcuEnp84kS",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","xGgOmhpqPod",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","UItLmkkqt09",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","qIGDrvFNv3H",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","IACiWXTyVDR",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","xmCIA3BSudt",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","z2WozBo9nen",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","HqZFLxmYOVH",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","Hz6Xa6Rs1ZJ",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","i8necG5Qvnp",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","lyWWgI0EDp4",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","HBVsqc7MSxz",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","h0Iego3IFFN",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","F8YvhSppx0N",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","MBj0973fAGY",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","cwbUa0zHPEN",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","sUbmMYlSxml",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","WQRkoXjzOCr",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","L602XweaLuy",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","ba63sP0ArOy",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","W9Yb3HlYhsB",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","cHh1Rq9P5hS",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","TGG4sEdieLN",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","zDGztuhkhx7",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","FMpOqefffNe",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","Q9N0D3AoEOJ",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","T1hWzc3sP8M",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","ER9BOdawZcT",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","jD2rhTSaTOe",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","quLxdYla7F6",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","jSsqGE88rMQ",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","p9nvXd5axY2",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","sLw1k2z6Wlg",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","fdZigoTpj6a",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","Mvevx0bAZh0",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","L9EJeHLBG1b",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","geAHgPpQwLl",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","lctUoYga9t7",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","LR7NnkMGvxy",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","pL7rjEsn8Ep",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","q8zzN60wLuk",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","JNBvE6WNpwA",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","sYEBcVm7HLT",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","RRYx8LlOjpO",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","CHV0rH9hpGA",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","UNWE8sXbjqD",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","qKPIwZlR6Qu",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","sUhGF9KD3sc",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","WG7O02P8x4T",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","fH1akOl4eJG",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202403","PHn8VFPdiXs",0
