"Data","Period","Organisation unit","Value"
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","ZEXHT5tJrHU",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","Ja5YBxyDQ2I",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","zx85ND4cIk7",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","TkcoIuJivLM",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","uW6ThfTj6wW",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","z2WozBo9nen",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","h0Iego3IFFN",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","UXBZJXifkbo",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","hiPDfZT5LKk",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","cF9orSjuiaV",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","MKhLWV2XP8u",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","oQcnBkOL7na",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","NW165ppJ8Lj",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","VsGhTdYbBD7",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","tGo0KUb4CSN",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","PyZLFJ4lYf1",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","wEmj5Y6nGNJ",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","AcjY7Ic6kUU",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","Ip6XL8ad5Fy",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","l7ObstXPfeu",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","fCqYyRV7PKi",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","OHFvSYCfXAu",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","Q9N0D3AoEOJ",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","cHh1Rq9P5hS",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","FMpOqefffNe",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","Zjpn1AZHcgB",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","CWWhPNLBuQz",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","LhcuEnp84kS",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","NkE6AM0Bjb3",0
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","nGyonUvdpOm",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","OSC2ngoYEYM",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","T1hWzc3sP8M",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","JIkWub1LbSI",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","fdZigoTpj6a",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","sLw1k2z6Wlg",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","AJ8cH7qnviI",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","L9EJeHLBG1b",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","SkQZUBdlpnz",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","kAkBi8gHlAu",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","Zp3DORAe8Fy",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","Mvevx0bAZh0",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","HBVsqc7MSxz",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","EZfZFVztjgt",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","S4GqmehPtUY",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","YfsAOeeHnbN",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","N0kc5rmaWsB",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","W9Yb3HlYhsB",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","L602XweaLuy",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","ZCo6FKCwUZq",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","DZzPH9GiDc5",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","A9r9JtEup75",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","qWhq6ucH0t0",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","RRYx8LlOjpO",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","WG7O02P8x4T",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","Qs7zOiDSzHU",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","fH1akOl4eJG",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","wUKu36IxAru",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","WGmDNNmtoii",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","geAHgPpQwLl",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","HqFDy2vEQz6",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","kyXC2ZP2NyC",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","SBKrEDk0r9L",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","xXWMHP74Ljx",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","SfTrvW441Q0",1
"RRnz4uPHXdl.ACTUAL_REPORTS","202312","lctUoYga9t7",1
