"Data","Period","Organisation unit","Value"
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","N6QKL5g4WvL",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","WZfNEZ539Jy",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","ZkayMmS2ajh",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","XEhuCXgy8GX",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","BQ8LQUrYzp4",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","gW2K81WsB75",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","KIcB1UkdXXb",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","pHGGWuSucYQ",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","yYUcfesOy2t",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","gCRidS1x9ty",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","tlqVHieBeZo",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","M6xawHYldR7",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","dSXVo1RmpPp",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","emLCWt34jqJ",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","B8SmKVbMgPs",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","ImG6wgclN06",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","qYNEnVwjVVr",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","BNuAK6oLAp4",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","d0imj0dhHw1",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","BiHwNX5SBAz",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","ovcGspzCoL5",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","tpP2Ovm8qTl",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","x3c9TIriCaS",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","WajLhVHuXNG",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","VM94DU3XJJJ",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","JjIbDDg4pZ6",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","uEvhldaEkRe",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","aTQwZSIIxPA",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","uBH5mlmn9vz",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","aGrAKl9Waxs",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","qBFw8FDzfpk",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","t91sjBjKYw5",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","NarNXRvCux6",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","rX4WM3okTJm",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","qCHNCqQCGfb",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","zm8SMP2MmKm",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","YtjEbRDndoe",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","ZpqfEaI6Hds",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","p0seYVywjgP",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","GV9n2dWe0Zw",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","oJcCDwp7HnM",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","xhfTwAI9TDu",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","DwR7zhYqoyK",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","mQr9UuKUX89",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","At4nBTRsagY",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","VHvgDCaDovd",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","GqRPZuGWkm1",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","iMZD2LRFS5T",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","gr1400eJD4s",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","kZ8MryqHonL",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","dKITOqGbRyb",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","bs491lneOuc",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","FS1fWvqY7vF",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","R4B8dnjuArY",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","rEvhUeeIBNg",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","t0zCVxe2wkB",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","QqzDmPTu1tk",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","KGfbcoxTJhh",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","DfYeNeZovYf",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","rM1H5pFO7j6",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","LFwsHgAoh20",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","ugpDvvd1VvQ",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","oic5beVUm72",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","D5gyEB6g8G9",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","sLYMLeCdZ1X",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","xU67G8WRrKv",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","a45aufCiL69",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","NaNOAO9vdQF",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","wvzZZaYO0Fm",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","d4U4gk3e0uD",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","pk9u3Mnzrbk",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","rKD6LwS0LRX",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","sn67vJOAets",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","OgkJgRUnnBS",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","sNiOqzhkDXY",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","eDXfcHuxGxb",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","KN2rGrHVSJM",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","JQnQJCpt8av",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","ynI7t48TjEb",1
"XoHnrLBL1qB.ACTUAL_REPORTS","202303","WzpfhEP8eVg",1
