"Data","Period","Organisation unit","Value"
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","q6legvj2RmV",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","Gci6fQrejup",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","EvpJxFNUVsd",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","q87Biem3tPi",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","dPEyAJaDVPX",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","DOAYQQoOT0O",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","OH4ds3glLuJ",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","obJxOifBi5Y",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","dmg8G7lQ1Uj",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","DDiNOmleakD",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","M3oorKszNML",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","EiHWFXmX21L",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","kIjD3LTfQD0",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","wcx0GAkbdnm",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","pJvdkpjzwxG",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","PENvTx4fphA",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","R0w1pyUxuyl",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","fgSdATEHnMI",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","KP9lxsIzGeD",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","kLFWopQAed6",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","t71E4y9r83E",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","ugV6EcQcp6S",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","hzcTGdfMMJW",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","UsEryddDZug",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","ciJFdty24Uw",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","c4I0LbLcQfg",0
"XoHnrLBL1qB.ACTUAL_REPORTS","202403","jZS9LoJSaTp",0
